Number,Name,Deployment State,Incident State,Type,Phone1,Phone2,Fax,E-Mail,Address,Note,Project
1024000626,Idea 168 Mladenovac,Functional,Operational,Shop,,,,idea168mladenovac@gmail.com,Kralja Petra Prvog 29,,112
1024000627,Idea 169 Djerdap Nis,Functional,Operational,Shop,,,,idea169djerdapnis@gmail.com,Nikole Kopernika 65,,112
1024000628,Idea 172 Nisava Nis,Functional,Operational,Shop,,,,idea172nisavanis@gmail.com,Branka Krsmanovica 43,,112
1024000629,Idea 173 Medosevac,Functional,Operational,Shop,,,,idea173medosevac@gmail.com,Medosevac,,112
1024000630,Idea 176 Crvena Zvezda Nis,Functional,Operational,Shop,,,,idea176crvenazvezdanis@gmail.com,Sabacka 2,,112
1024000631,Idea 177 Borac Nis,Functional,Operational,Shop,,,,idea177boracnis@gmail.com,Filipa Kljajica BB,,112
1024000632,Idea 178 29 Novembar Nis,Functional,Operational,Shop,,,,idea17829novembarnis@gmail.com,Humska 6,,112
1024000633,Idea 182 Ratko Jovic Nis,Functional,Operational,Shop,,,,idea182ratkojovicnis@gmail.com,Ratka Jovica BB,,112
1024000634,Idea 183 Novi Komren Nis,Functional,Operational,Shop,,,,idea183novikomrennis@gmail.com,Bulevar 12. Februar 106,,112
1024000635,Idea 184 Metalija Nis,Functional,Operational,Shop,,,,idea184metalijanis@gmail.com,Obilicev Venac 52,,112
1024000636,Idea 185 Razvitak Nis,Functional,Operational,Shop,,,,idea185razvitaknis@gmail.com,Pobedina 13,,112
1024000637,Idea 186 Napredak Nis,Functional,Operational,Shop,,,,idea186napredaknis@gmail.com,Ljubomira Nikolica BB,,112
1024000638,Idea 187 Konak Nis,Functional,Operational,Shop,,,,idea187konaknis@gmail.com,Vozdova 21,,112
1024000639,Idea 192 Brzi Brod Nis,Functional,Operational,Shop,,,,idea192brzibrodnis@gmail.com,Nisavska BB,,112
1024000640,Idea 194 Subotica Centar,Functional,Operational,Shop,,,,idea194suboticacentar@gmail.com,Matka Vukovica 10,,112
1024000641,Idea MP200 Nis Centar,Functional,Operational,Shop,,,,idea200niscentar@gmail.com,Obrenoviceva 3,,112
1024000642,Idea 208 Ostojicevo,Functional,Operational,Shop,,,,idea208ostojicevo@gmail.com,Jugoviceva 1,,112
1024000643,Idea 209 Banatsko Karadordevo,Functional,Operational,Shop,,,,idea209banatskokaradjordjevo@gmail.com,Djure Jaksica BB,,112
1024000644,Idea 210 Srpska Crnja,Functional,Operational,Shop,,,,idea210srpskacrnja@gmail.com,Partizanska 54,,112
1024000645,Idea 211 Srbobran,Functional,Operational,Shop,,,,idea211srbobran@gmail.com,Pere Segedinca 1,,112
1024000646,Idea 212 Novi Becej,Functional,Operational,Shop,,,,idea212novibecej@gmail.com,Zarka Zrenjanina 2,,112
1024000647,Idea 213 Senta,Functional,Operational,Shop,,,,idea213senta@gmail.com,Karadordeva 4,,112
1024000648,Idea 216 Beocin,Functional,Operational,Shop,,,,idea216beocin@gmail.com,Svetosavska 37a,,112
1024000649,Idea 217 Zrenjanin Centar,Functional,Operational,Shop,,,,idea217zrenjanincentar@gmail.com,Vojvode Petra Bojovica 25-27,,112
1024000650,Idea 218 Coka,Functional,Operational,Shop,,,,idea218coka@gmail.com,Marsala Tita 3,,112
1024000651,Idea 219 Kaluderica Centar Grocka,Functional,Operational,Shop,,,,idea219kaludjericacentargrocka@gmail.com,"Livade 2, Grocka",,112
1024000652,Idea 220 Sabac Centar,Functional,Operational,Shop,,,,idea220sabaccentar@gmail.com,Macvanska 1,,112
1024000653,Idea 222 Aleksinac,Functional,Operational,Shop,,,,idea222aleksinac@gmail.com,Kneza Milosa 80,,112
1024000654,Idea 225 Knjazevac,Functional,Operational,Shop,,,,Idea225knjazevac@gmail.com,Knjaza Milosa 50,,112
1024000655,Idea 226 Dalton Mali Novi Sad,Functional,Operational,Shop,,,,idea226daltonmalinovisad@gmail.com,Bulevar Oslobodenja 95,,112
1024000656,Idea 228 Ruma Glavna,Functional,Operational,Shop,,,,idea228rumaglavna@gmail.com,Glavna 172,,112
1024000657,Idea 229 Stara Pazova,Functional,Operational,Shop,,,,idea229starapazova@gmail.com,Svetosavska 18,,112
1024000658,Idea 231 Pancevo - Kotez,Functional,Operational,Shop,,,,idea231pancevokotez@gmail.com,Brace Jovanovic 104,,112
1024000659,Idea 233 Zajecar,Functional,Operational,Shop,,,,idea233zajecar@gmail.com,Karadordev Venac 4,,112
1024000660,Idea 241 Heroja Pinkija Novi Sad,Functional,Operational,Shop,,,,idea241herojapinkijans@gmail.com,Vatroslava Jagica BB,,112
1024000661,Idea 244 Bor,Functional,Operational,Shop,,,,idea244bor@gmail.com,Nikole Pasica 21,,112
1024000662,Idea 246 Puskinova Novi Sad,Functional,Operational,Shop,,,,idea246puskinovans@gmail.com,Puskinova 3,,112
1024000663,Idea 248 Bac,Functional,Operational,Shop,,,,idea248bac@gmail.com,Marsala Tita 5,,112
1024000664,Idea 249 Pozarevac,Functional,Operational,Shop,,,,idea249pozarevac@gmail.com,Nemanjina 1,,112
1024000665,Idea 252 Grbavica Novi Sad,Functional,Operational,Shop,,,,idea252grbavicans@gmail.com,Kolo Srpskih Sestara 18,,112
1024000666,Idea 253 Kosovska Novi Sad,Functional,Operational,Shop,,,,idea253kosovskans@gmail.com,Kosovska 26b,,112
1024000667,Idea 254 Masarikova Kikinda,Functional,Operational,Shop,,,,idea254kikinda@gmail.com,Masarikova 3,,112
1024000668,Idea 255 Svilajnac,Functional,Operational,Shop,,,,idea255svilajnac@gmail.com,Kriva Carsija,,112
1024000669,Idea 256 Vladicin Han,Functional,Operational,Shop,,,,idea256vladicinhan@gmail.com,Nikole Tesle BB,,112
1024000670,Idea 260 Vranje,Functional,Operational,Shop,,,,idea260vranje@gmail.com,Partizanskih Odreda,,112
1024000671,Idea 270 Zrenjanin Jevrejska,Functional,Operational,Shop,,,,idea270zrenjaninjevrejska@gmail.com,Jevrejska 2,,112
1024000672,Idea 274 Nis Uzor,Functional,Operational,Shop,,,,idea274nisuzor@gmail.com,Carnojeviceva 10B,,112
1024000673,Idea 275 Satelit Novi Sad,Functional,Operational,Shop,,,,idea275satelitns@gmail.com,Ive Cipika 23,,112
1024000674,Idea 276 Ledena Stena Nis,Functional,Operational,Shop,,,,idea276ledenastenanis@gmail.com,Dimitrija Tucovica 27,,112
1024000675,Idea 280 Vrsac,Functional,Operational,Shop,,,,idea280vrsac@gmail.com,Vojnicki Trg 23a,,112
1024000676,Idea 282 Nova Pazova,Functional,Operational,Shop,,,,idea282novapazova@gmail.com,Kralja Petra 143,,112
1024000677,Idea 283 Jagodina Pijaca,Functional,Operational,Shop,,,,idea283jagodinapijaca@gmail.com,Gine Pajevic BB,,112
1024000678,Idea 287 Vrsac Jelena,Functional,Operational,Shop,,,,idea287vrsacjelena@gmail.com,Svetosavski Trg 11,,112
1024000679,Idea 291 Bulevar Evrope,Functional,Operational,Shop,,,,idea291bulevarevropens@gmail.com,Polgara Andrasa 14,,112
1024000680,Idea 292 Krusevac Centar,Functional,Operational,Shop,,,,idea292krusevaccentar@gmail.com,Takovska 1,,112
1024000681,Idea 295 Dunavski Park,Functional,Operational,Shop,,,,idea295dunavskiparkns@gmail.com,Ignjate Pavlasa 2,,112
1024000682,Idea 300 Klisa,Functional,Operational,Shop,,,,idea300klisans@gmail.com,Cenejska 20,,112
1024000683,Idea 304 Danila Kisa,Functional,Operational,Shop,,,,idea304danilakisa@gmail.com,Danila Kisa 14,,112
1024000684,Idea 305 Pozarevac Kosovska,Functional,Operational,Shop,,,,idea305pozarevackosovska@gmail.com,Kosovska 41A,,112
1024000685,Idea 320 Fruskogorska Novi Sad,Functional,Operational,Shop,,,,idea320fruskogorskanovisad@gmail.com,Fruskogorska 26,,112
1024000686,Idea 322 Batajnica Centar,Functional,Operational,Shop,,,,idea322batajnica@gmail.com,Pukovnika Milenka Pavlovica 3,,112
1024000687,Idea 323 Obrenovac Centar,Functional,Operational,Shop,,,,idea323obrenovaccentar@gmail.com,Milosa Obrenovica 113,,112
1024000688,Idea 324 Veternik,Functional,Operational,Shop,,,,idea324veternik@gmail.com,Sonje Marinkovic 1b,,112
1024000689,Idea 325 Kac,Functional,Operational,Shop,,,,idea325kac@gmail.com,Kralja Petra 3,,112
1024000690,Idea 329 Pancevo Centar,Functional,Operational,Shop,,,,idea329pancevocentar@gmail.com,Masarikova 4,,112
1024000691,Idea Super 269 Sremska Kamenica,Functional,Operational,Shop,,,,ideasuper269sremskakamenica@gmail.com,Vojvode Putnika 79,,112
1024000692,Roda Megamarket 271 Merkur NS,Functional,Operational,Shop,,,,rodamegamarket271merkurns@gmail.com,Rumenacka 150,,112
1024000693,Idea Super 273 Bulevar NS,Functional,Operational,Shop,,,,ideasuper273bulevarns@gmail.com,Bulevar Oslobodenja 27,,112
1024000694,Roda 215 MM Smederevo,Functional,Operational,Shop,,,,roda215mmsmederevo@gmail.com,Djure Salaja,,112
1024000695,Roda 223 MM Krusevac,Functional,Operational,Shop,,,,roda223mmkrusevac@gmail.com,Zore Petrovic 11a,,112
1024000696,Roda 265 Sombor Super,Functional,Operational,Shop,,,,roda265somborsuper@gmail.com,Staparski put BB,,112
1024000697,Roda 288 Vranje Super,Functional,Operational,Shop,,,,roda288vranjesuper@gmail.com,Mose Pijade 16,,112
1024000698,Roda 312 MM Backa Palanka,Functional,Operational,Shop,,,,roda312mmbackapalanka@gmail.com,Trg bratstva i jedinstva 6,,112
1024000699,Roda 107 Megamarket Merkata,Functional,Operational,Shop,,,,roda107megamarketmerkata@gmail.com,Ivana Milutinovica BB,,112
1024000700,Idea 136 Nis SL1,Functional,Operational,Shop,,,,mp136@mercator.rs,Matijevacki Put BB,,112
1024000701,Sephora TC Bazar Novi Sad,Functional,Operational,Shop,,,,sephora_tcbazarns@gmail.com,Bulevar Mihajla Pupina 1,,117
1024000702,Idea 195 Loznica,Functional,Operational,Shop,,,,idea195loznica@gmail.com,Kneza Milosa 15,,112
1024000703,Idea 207 Liman,Functional,Operational,Shop,,,,idea207liman@gmail.com,Narodnog Fronta 53a,,112
1024000704,Idea 214 Tamis Kapija,Functional,Operational,Shop,,,,idea214tamiskapija@gmail.com,Dositeja Obradovica BB,,112
1024000705,Idea 258 Jagodina Pivara,Functional,Operational,Shop,,,,idea258jagodinapivara@gmail.com,Radmila Djordevica 1,,112
1024000706,Idea 264 Sremska Mitrovica,Functional,Operational,Shop,,,,idea264sremskamitrovica@gmail.com,Marko Pericin BB,,112
1024000707,Idea Super 286 Sid Centar,Functional,Operational,Shop,,,,idea286sidcentar@gmail.com,Cara Dusana 39,,112
1024000708,Idea Super 309 Apatin,Functional,Operational,Shop,,,,ideasuper309apatin@gmail.com,Branka Radicevica BB,,112
1024000709,Veleprodaja 903 Novi Sad,Functional,Operational,Shop,,,,veleproveliki903@gmail.com,Primorska 84,,112
1024000710,Veleprodaja 909 Subotica,Functional,Operational,Shop,,,,veleprodaja909subotica@gmail.com,Tuk Ugarnice BB,,112
1024000711,Veleprodaja 910 Zajecar,Functional,Operational,Shop,,,,veleprodaja910zajecar@gmail.com,Filipa Kljajica BB,,112
1024000712,Veleprodaja 911 Loznica,Functional,Operational,Shop,,,,veleprodaja911loznica@gmail.com,Republike Srpske bb,,112
1024000713,Veleprodaja 913 Sabac,Functional,Operational,Shop,,,,veleprodaja913sabac@gmail.com,Borivoja Jevtica 34,,112
1024000714,Veleprodaja 905 Nis,Functional,Operational,Shop,,,,veleprodaja905nis@gmail.com,Vazduhoplovaca I prilaz / 11,,112
1024000715,Veleprodaja 906 Leskovac,Functional,Operational,Shop,,,,veleprodaja906leskovac@gmail.com,Njegoseva 95,,112
1024000716,Veleprodaja 901 Viline Vode,Functional,Operational,Shop,,,,,Knežopoljska 1,,112
1024000717,Deichmann HQ Slovenia,Functional,Operational,,,,,,Dunajska c. 151,,108
1024000718,Intersport Cacak,Functional,Operational,Shop,,,,intersportcacak@gmail.com,"Brace Spasic BB
32000
Cacak
Serbia",,112
1024000719,7808 - Women Secret Banja Luka,Functional,Operational,Shop,,,,tien7808@womensecret.com,Aleja Svetog Save 69,,107
1024000720,Idea 338 Backa Topola,Functional,Operational,Shop,,,,,Glavna 14,,112
1024000721,Skladiste Vrbas,Functional,Operational,Shop,,,,skladistevrbas@gmail.com,,,112
1024000722,Idea 491 Novi Sad,Functional,Operational,Shop,,,,,Jozefa Atile 6,,112
1024000723,0013 Deichmann Bijeljina,Functional,Operational,Shop,,,,0013deichmannbijeljina@gmail.com,Trg Kralja Petra I Karadjordjevica,,108
1024000724,0012 Deichmann Bihac,Functional,Operational,Shop,,,,0012deichmannbihac@gmail.com,Zrtava srebrenickog genocida bb,,108
1024000725,Idea 489 Novi Sad,Functional,Operational,Shop,,,,idea489novisad@gmail.com,Sremska 5,,112
1024000726,X707 Jysk Bihac,Functional,Operational,Shop,,,,,Žrtava Srebreničkog genocida bb,,106
1024000727,X712 Jysk Prijedor,Functional,Operational,Shop,+387 66 444 640,+387 66 445 321,,,"Branislava Nušića 35, Prijedor",,106
1024000728,Idea 492 Novi Sad,Functional,Operational,Shop,,,,,Jovana Popovica 25b,,112
1024000729,Idea 494 Subotica,Functional,Operational,Shop,,,,,Milosa Obilica 16,,112
1024000730,Santana Bar MCNS,Functional,Operational,Shop,,,,,Bulevar Oslobodjenja  102,,112
1024000731,Santana Bar 5,Functional,Operational,Shop,,,,,Bežanijska kosa - Partizanske Avijacije BB,,112
1024000732,0012 Deichmann Zrenjanin,Functional,Operational,Shop,,,,,Bagljas Zapad 5,,108
1024000733,5515 Takko Zrenjanin,Functional,Operational,Shop,3.81233E+11,3.81654E+11,3.81233E+11,Zrenjanin.5515@takko.de,Bagljas Zapad 5,,109
1024000734,RS752 C&A Fashion Zrenjanin,Functional,Operational,Shop,,,,RS752cazrenjanin@gmail.com,Bagljas Zapad 5,,110
1024000735,Idea 496 Novi Sad,Functional,Operational,Shop,,,,idea496novisad@gmail.com,Bulevar Oslobodenja 75,,112
1024000736,RS0510 / W1B89907,Functional,Operational,Shop,,,,rs0510hmzrenjanin@gmail.com,Bagljas Zapad 5,,115
1024000737,Idea 493 Novi Sad,Functional,Operational,Shop,,,,,Sumadijska 12,,112
1024000738,RS753 C&A Fashion Jagodina,Functional,Operational,Shop,,,,RS753cajagodina@gmail.com,"Stevana Ivanovica bb, ""VIVO Shopping Park""",,110
1024000739,Y124 Jysk BG Gardenia,Functional,Operational,Shop,,,,y124jyskbggardenia@gmail.com,Živka Davidovica 86,,106
1024000740,5513 Takko Zvezdara,Functional,Operational,Shop,,,,5513takkozvezdara@gmail.com,Zivka Davidovica 86,,109
1024000742,7847 - Springfield Split Mall,Retired,Incident,Shop,,,,,Josipa Jovića 93,preseljena kao 9775,107
1024000743,7518 - Women Secret Split Mall,Functional,Operational,Shop,,,,,Josipa Jovića 93,,107
1024000744,Beautique Beograd,Functional,Operational,Shop,,,,,Bulevar umetnosti 4,,112
1024000745,0026 Deichmann Zvezdara,Functional,Operational,Shop,,,,0026deichmannzvezdara@gmail.com,Zivka Davidovica 86,,104
1024000746,RS01 Mercator Beograd,Functional,Operational,Shop,011-3121065,,belgrade.mercator@lcwaikiki.com,,Bulevar umetnosti 4,,146
1024000747,LCW RS02 Mercator Novi Sad,Functional,Operational,Shop,,,,novisad.mercator@lcwaikiki.com,Bulevar Oslobođenja 102,,146
1024000748,Idea 505 Subotica,Functional,Operational,Shop,,,,,Korzo 13,,112
1024000749,0027 Deichmann Koper,Retired,Incident,Shop,+386 2 885 02 41,,,,Dolinska cesta 1 A,,108
1024000750,Beautique Kragujevac,Functional,Operational,Shop,,,,mbeautkg@gmail.com,"Kragujevac, Serbia.",,112
1024000751,Idea 506 Sombor,Functional,Operational,Shop,,,,,Kralja Petra I 12,,112
1024000752,Roda 808 LDC Kron,Functional,Operational,Shop,,,,,Autoput za Zagreb 11a,,112
1024000753,Intersport Zemun,Functional,Operational,Shop,,,,,Glavna 13,,112
1024000754,Idea 499 Sajkas,Functional,Operational,Shop,,,,,Nikole Tesle 17,,112
1024000755,Idea Super 503 Zrenjanin,Functional,Operational,Shop,,,,,Mileticeva 86,,112
1024000756,Idea 339 Subotica,Functional,Operational,Shop,,,,,Prvomajska 103/Prozivka,,112
1024000757,Idea 501 Brus,Functional,Operational,Shop,,,,,Kralja Petra I bb,,112
1024000758,Idea 502 Pancevo,Functional,Operational,Shop,,,,,Vojvode Radomira Putnika 3a,,112
1024000759,Idea 510 Sivac,Functional,Operational,Shop,,,,,Maršala Tita 197,,112
1024000760,Magacin Polovne Opreme Subotica,Functional,Operational,Shop,,,,,Segedinski put 76,,112
1024000761,Hofer trgovina d.o.o.,Functional,Operational,Shop,,,,,Kranjska cesta 1,,151
1024000762,K&O HQ Ljubljana,Functional,Operational,Shop,,,,,Šmartinska cesta 152g,,150
1024000763,Idea 144 Kikinda,Functional,Operational,Shop,,,,,Svetosavska 43,,112
1024000764,SLOVENIA H&M Hennes & Mauritz d.o.o.,Functional,Operational,Shop,,,,,Kirchengasse 6/6,,115
1024000765,Idea 486 Sabac,Functional,Operational,Shop,,,,,Karadjordjeva 27 kod Navip Zgrade,,112
1024000766,Idea 511 Irig,Functional,Operational,Shop,,,,,Vojvode Putnika 2,,112
1024000767,0017 Deichmann Banja Luka,Functional,Operational,Shop,,,,,Branka Popovica 310,,108
1024000768,RS0509 / W1C19245,Functional,Operational,Shop,,,,,Segenski Put 88,,115
1024000769,Magacin 823 Arhiva,Functional,Operational,Shop,,,,,Laze Kostića bb,,112
1024000770,Idea 507 Subotica,Functional,Operational,Shop,,,,,Segedinski put 88,,112
1024000771,X705 Jysk Gracanica,Functional,Operational,Shop,38766811989,,,X705jyskgracanica@gmail.com,Branilaca grada bb,,106
1024000772,X708 Jysk Tesanj,Functional,Operational,Shop,,,,,Krasevo bb,,106
1024000773,5514 Takko Subotica,Functional,Operational,Shop,,,,,Segedinski put 88,,109
1024000774,0020 Deichmann Subotica,Functional,Operational,Shop,,,,0020deichmansubotica@gmail.com,Segedinski put 88,,108
1024000775,Koton - M832 Split Mall of Split,Functional,Operational,Shop,+385 21 681626,,,,"Mall of Split, Josipa Jovica 93",,145
1024000776,RS754 C&A Subotica,Functional,Operational,Shop,,,,rs754casubotica@gmail.com,Segedinski put 88,,110
1024000777,0016 Deichmann Trebinje,Functional,Operational,Shop,,,,0016deichmanntrebinje@gmail.com,Zasad Polje,,108
1024000778,VP815 Magacin Opreme,Functional,Operational,Shop,,,,,Leskovacka 2,,112
1024000779,X702 Jysk Vitez,Functional,Operational,Shop,,,,,Poslovni centar 96 (FIS),,106
1024000780,Intersport Pancevo,Functional,Operational,Shop,,,,,Milosa Obrenovica 12,,112
1024000781,0018 Deichmann Livno,Functional,Operational,Shop,,,,,Splitska bb,,108
1024000782,Idea Super 524 Nis,Functional,Operational,Shop,,,,,Bulevar Medijana 21,,112
1024000783,0025 Deichmann Nis,Functional,Operational,Shop,,,,,Bulevar Medijana 21,,108
1024000784,Idea 515 Novi Banovci,Functional,Operational,Shop,,,,idea515novibanovci@gmail.com,Svetosavska 2,,112
1024000785,5516 Takko Nis StopShop,Functional,Operational,Shop,,,,,Bul. Medijana 21,,109
1024000786,RS755 C&A Fashion Nis StopShop,Functional,Operational,Shop,,,,,Bul. Medijana 21,,110
1024000787,LCW RS04 Nis,Functional,Operational,Shop,,,,,Bul. Medijana 21,,146
1024000788,LCW RS03 TC Usce BG,Functional,Operational,Shop,,,,,Bul. Mihajla Pupina 4,,146
1024000789,Univerexport Novi Sad,Functional,Operational,Shop,,,,,Sentandrejski put 165,,153
1024000790,RS0511 / W1A63225,Functional,Operational,Shop,,,,,Bul. Kralja Aleksandra bb,,115
1024000792,Parking MC NS,Functional,Operational,Shop,,,,,Bulevar Oslobodjenja 102,,112
1024000793,BILLA d.o.o. Zagreb,Functional,Operational,Shop,,,,,Riječka ulica 12,,154
1024000794,BIPA d.o.o. Zagreb,Functional,Operational,Shop,,,,,Riječka ulica 12,,155
1024000795,VP824 Skladiste osnovnih sredstava i opreme Subotica,Functional,Operational,Shop,,,,,Segedinski put 76,,112
1024000796,9257 - Fifty Factory City Center,Functional,Operational,Shop,,,,,"Vrbanja 1, TC City Center",,107
1024000797,LDC 825 Novi Banovci,Functional,Operational,Shop,,,,,Treca Logisticka 1,,112
1024000798,0024 Deichmann Slavonski Brod,Functional,Operational,Shop,,,,,Osjecka 284,,108
1024000799,Union Enterprises d.o.o.,Functional,Operational,Shop,,,,,Dusana Vasiljeva 30/10,,157
1024000800,Idea 523 Bogatic,Functional,Operational,Shop,,,,,Vojvode Stepe 16,,112
1024000801,Fungo Jug d.o.o.,Functional,Operational,Shop,,,,,Ucitelja Josifa 1/6,,158
1024000802,0029 Deichmann Lendava,Functional,Operational,Shop,,,,,Kolodvorska ulica 41 A,,108
1024000803,Y125 Jysk BG - Banovo Brdo,Functional,Operational,Shop,,,,,Maršala Tolbuhina,,106
1024000804,Koton - M885 Marrakech Carre Eden,Functional,Operational,Shop,,,,,Avenue Mohammed V,,145
1024000805,M0396 (old M837) Koton Paris,Functional,Operational,Shop,,,,,"Boulevard André Citroën, 93600 Aulnay-sous-Bois",,145
1024000806,0027 Deichmann Valjevo Stop.Shop,Functional,Operational,Shop,,,,,Uzun Mirkova 2b,,108
1024000807,Idea 519 Titel,Functional,Operational,Shop,,,,,Glavna bb,,112
1024000808,Idea 526 Bujanovac,Functional,Operational,Shop,,,,,Kosovska 75,,112
1024000809,7848 Springfield Rijeka,Functional,Operational,Shop,,,,,JANKA POLIC KAMOVA 81a,,107
1024000810,Emmezeta Beograd,Functional,Operational,Shop,,,,,Partizanske avijacije 2a,,159
1024000811,Charles&Vogele HQ Ljubljana,Functional,Operational,Shop,,,,,Linhartova cesta 11,,160
1024000812,H&M Area Office Usce Tower,Functional,Operational,Shop,,,,,"Bulevar Mihajla Pupina 6/15, Usce Tower",,115
1024000813,Decathlon Trgovina 1062 Rijeka,Functional,Operational,Shop,,,,,Osječka ulica 67a,,123
1024000814,Decathlon Trgovina 701147 Zadar,Functional,Operational,Shop,,,,,Ulica bleiburških žrtava 17,,123
1024000815,Decathlon Trgovina 1176 Zagreb,Functional,Operational,Shop,,,,,Ulica Siniše Glavaševića 5,,123
1024000816,Decathlon Ljubljana 1539,Functional,Operational,Shop,,,,,"Moskovska 10, hala 18",,123
1024000817,X711 Jysk Trebinje,Functional,Operational,Shop,,,,,Vuka Karadica 51,,106
1024000818,V604 Jysk Virovitca,Functional,Operational,Shop,,,,,Pejaceviceva bb,,106
1024000819,V640 Jysk Umag,Functional,Operational,Shop,,,,,Ungarija 39b,,106
1024000820,X703 Jysk Stup Sarajevo,Functional,Operational,Shop,,,,,Kurta Schorka 7,,106
1024000821,X710 Jysk Istocno Sarajevo,Functional,Operational,Shop,,,,,Spasovdanska 22,,106
1024000822,Y126 Jysk Kraljevo,Functional,Operational,Shop,,,,,"Industrijska zona bb, Seovac",,106
1024000823,X706 Jysk Zenica,Functional,Operational,Shop,,,,,Trg Alije Izetbegovica 73,,106
1024000824,X709 Jysk Bijeljina,Functional,Operational,Shop,,,,,Stefana Dečanskog bb,,106
1024000825,X713 Jysk Banja Luka,Functional,Operational,Shop,,,,,Ulica Prote Nikole Kostica bb,,106
1024000826,Y120 Jysk Krusevac,Functional,Operational,Shop,,,,,Blagoja Parovica 20,,106
1024000827,Idea 516 Stara Pazova,Functional,Operational,Shop,,,,,Cirila i Metodija 142,,112
1024000828,H&M Office Beograd,Functional,Operational,Shop,,,,,Kosovska 39,,115
1024000829,Idea 527 Loznica,Functional,Operational,Shop,,,,,Vuka Karadzica 35,,112
1024000830,Y127 Jysk BG Borca,Functional,Operational,Shop,,,,,Zrenjaninski put bb,,106
1024000831,Koton - M845 Tangier Socco Alto,Functional,Operational,Shop,,,,,"Avenue Banafsaj, Tangier 90040, Maroko",,145
1024000832,RS0507 / W1C37494,Functional,Operational,Shop,,,,,Trg Kralja Milana 2,,115
1024000833,5517 Takko Valjevo Stop Shop,Functional,Operational,Shop,,,,,Uzun Mirkova 2b,,109
1024000834,Veleprodaja Krusevac,Functional,Operational,Shop,,,,vkrusevac@gmail.com,Blagoja Parovića 20,,112
1024000835,Idea 504 Jagodina,Functional,Operational,Shop,,,,,Kneginje Milice bb,,112
1024000836,0023 Deichmann Pula,Functional,Operational,Shop,,,,,Rimske centurijacije 101,,108
1024000837,LCW RS06 Valjevo Stop.Shop,Functional,Operational,Shop,,,,,Uzun Mirkova bb,,146
1024000838,LCW RS09 Sabac Capitol Park,Functional,Operational,Shop,,,,,"Zapadna Transverzala I, br.4",,146
1024000839,10781 OBI Celje,Functional,Operational,Shop,,,,,Kidričeva ulica 32,,161
1024000840,10773 OBI Koper,Functional,Operational,Shop,,,,,Ankaranska cesta 3a,,161
1024000841,10774 OBI Kranj,Functional,Operational,Shop,,,,,Stara cesta 25,,161
1024000842,10772 OBI Ljubljana,Functional,Operational,Shop,,,,,Jurčkova cesta 226,,161
1024000843,10782 OBI Maribor,Functional,Operational,Shop,,,,,Tržaška cesta 1,,161
1024000844,10775 OBI Murska Sobota,Functional,Operational,Shop,,,,,Nemčavci 66,,161
1024000845,10776 OBI Nova Gorica,Functional,Operational,Shop,,,,,Prvomajska ulica 35,,161
1024000846,10778 OBI Ptuj,Functional,Operational,Shop,,,,,Puhova ulica 19,,161
1024000847,OBI d.o.o.,Functional,Operational,Shop,,,,,Jurčkova cesta 226,,161
1024000848,7901 - Women Secret Tower center Rijeka,Functional,Operational,Shop,,,,,Janka Polić Kamova 81A,,107
1024000849,7900 - Women Secret Avenue Mall Zagreb,Functional,Operational,Shop,,,,,Avenija Dubrovnik 16,,107
1024000850,IKEA Srbija Beograd RS050,Functional,Operational,Shop,,,,,Autoput 22,,119
1024000851,0024 Deichmann Beograd Borca,Functional,Operational,Shop,,,,,Bratstva i jedinstva 2g,,108
1024000852,5518 Takko Beograd - Borca,Functional,Operational,Shop,,,,,Bratstva i jedinstva 2g,,109
1024000853,LCW RS11 Beograd - Borca,Functional,Operational,Shop,,,,,Zrenjaninski Put bb,,146
1024000854,0014 Deichmann Tuzla,Functional,Operational,Shop,,,,,Mitra Trifunovica 2,,108
1024000855,Kastrum DOO,Functional,Operational,Shop,,,,,Moravska 44,,163
1024000856,X719 Jysk Derventa,Functional,Operational,Shop,,,,,Kninska 1,,106
1024000857,Idea 530 Pozarevac,Functional,Operational,Shop,,,,,Trg Oslobodjenja 1,,112
1024000858,V641 Jysk Krizevci,Functional,Operational,Shop,,,,,Petra Zrinskog 8,,106
1024000859,0030 Deichmann Domzale,Functional,Operational,Shop,,,,,Virska cesta 21,,108
1024000860,RS0590 Pop up Store Beograd,Functional,Operational,Shop,,,,,Cetinjska 15a,,115
1024000861,Y128 Jysk Zemun Park Beograd,Functional,Operational,Shop,,,,,Autoput za Novi Sad 126,,106
1024000862,7925 - Springfield Mostar,Functional,Operational,Shop,,,,,Kardinala Stepinca bb,,107
1024000863,M0453 (old S038) Koton Tuzla,Functional,Operational,Shop,,,,,Mitra Trifunovica 2,,145
1024000864,Span d.o.o. Zagreb,Functional,Operational,Shop,,,,,Koturaška 47,,164
1024000865,Y129 Jysk Sremska Mitrovica,Functional,Operational,Shop,,,,,Djure Jaksica 1,,106
1024000866,Idea Super 534 Kanjiza,Functional,Operational,Shop,,,,,Sumska bb,,112
1024000867,Idea 535 Negotin,Functional,Operational,Shop,,,,,Trg Djordja Stanojevica 5,,112
1024000868,Idea 536 Negotin,Functional,Operational,Shop,,,,,Djure Salaja 5-11,,112
1024000869,Idea 537 Negotin,Functional,Operational,Shop,,,,,Karapandzina 2a,,112
1024000870,LCW RS10 Novi Sad BIG,Functional,Operational,Shop,,,,,Sentandrejski put 11,,146
